"Date","Network","Profile","Audience","Net Audience Growth","Audience Gained","Sent Messages (Total)","Published Posts (Total)","Received Messages (Total)","Impressions","Video Views","Engagements","Engagement Rate (per Impression)","Reactions","Comments","Shares","Post Link Clicks","Saves","Other Post Clicks","Other Engagements","Profile Actions","Sent posts (X)","Sent Quotes (X)","Sent @Replies (X)","Sent Direct Messages (X)","Sent Posts (Facebook)","Sent Ad Posts (Facebook)","Sent Comments (Facebook)","Sent Ad Comments (Facebook)","Sent Private Messages (Facebook)","Sent Posts (Instagram)","Sent Stories (Instagram)","Sent Reels (Instagram)","Sent Comments (Instagram)","Sent Ad Comments (Instagram)","Sent Posts (Threads)","Sent Quotes (Threads)","Sent Comments (Threads)","Sent Posts (LinkedIn)","Sent Comments (LinkedIn)","Sent Direct Messages (LinkedIn)","Sent Videos (TikTok)","Sent Comments (TikTok)","Sent Pins (Pinterest)","Sent Saves (Pinterest)","Sent Videos (YouTube)","Received Mentions (X)","Received Direct Messages (X)","Received Reposts (X)","Received Quotes (X)","Received New Follower Alerts (X)","Received Wall Posts (Facebook)","Received Comments (Facebook)","Received Ad Comments (Facebook)","Received Private Messages (Facebook)","Received Comments (Instagram)","Received Ad Comments (Instagram)","Received Mentions (Instagram)","Received Media Tags (Instagram)","Received Posts (Threads)","Received Comments (Threads)","Received Comments (LinkedIn)","Received Direct Messages (LinkedIn)","Sent Direct Messages (Instagram)","Received Direct Messages (Instagram)","Received Comments (TikTok)"
"08-04-2025","Instagram","flyont","14,961","6","18","12","3","25","12,730","3,015","189","1.48%","155","19","9","","4","","","","","","","","","","","","","0","2","1","5","0","","","","","","","","","","","","","","","","","","","","","14","0","2","2","","","","","4","6",""
"08-04-2025","LinkedIn","Ontario International Airport","7,092","7","7","3","2","1","1,720","508","150","8.72%","60","1","2","87","","","","","","","","","","","","","","","","","0","","","","","2","0","1","","","","","","","","","","","","","","","0","","0","","","","1","1","","",""
"08-04-2025","TikTok","'@flyontairport","4,456","11","","2","0","2","14,441","14,441","313","2.17%","295","4","14","","","","","","","","","","","","","","","","","","0","","","","","","","","0","2","","","","","","","","","","","","","0","","0","","","","","","","","2"
"08-04-2025","YouTube","FlyONT - Ontario International Airport","1,270","2","2","0","0","0","","1,480","12","","6","1","5","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"08-05-2025","X","'@flyONT","6,355","0","0","0","0","1","14","1","0","0%","0","0","0","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","0","0","0","0","","","","","0","","0","","","","","","","",""
"08-05-2025","Facebook","Ontario International Airport","27,276","-4","","5","1","8","57,016","7,509","337","0.59%","65","7","2","13","","250","","0","","","","","1","0","2","1","1","","","","0","","","","","","","","","","","","","","","","","","0","5","2","1","0","","0","","","","","","","",""
"08-05-2025","Instagram","flyont","14,974","13","18","5","1","18","11,541","3,465","197","1.71%","149","12","26","","10","","","","","","","","","","","","","1","0","0","4","0","","","","","","","","","","","","","","","","","","","","","10","0","2","1","","","","","0","3",""
"08-05-2025","LinkedIn","Ontario International Airport","7,102","8","8","2","1","2","1,874","344","247","13.18%","95","1","3","148","","","","","","","","","","","","","","","","","0","","","","","1","0","1","","","","","","","","","","","","","","","0","","0","","","","1","1","","",""
"08-05-2025","TikTok","'@flyontairport","4,465","9","","0","0","1","7,648","7,648","171","2.24%","165","1","5","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","1"
"08-05-2025","YouTube","FlyONT - Ontario International Airport","1,270","0","0","0","0","0","","1,722","11","","11","0","0","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"08-06-2025","X","'@flyONT","6,356","1","1","3","3","11","154","1","20","12.99%","6","4","0","0","","10","0","","0","0","3","0","","","","","","","","","0","","","","","","","","","","","","","10","1","0","0","0","","","","","0","","0","","","","","","","",""
"08-06-2025","Facebook","Ontario International Airport","27,281","5","","9","1","17","56,658","7,031","393","0.69%","58","18","4","9","","304","","0","","","","","1","0","7","0","1","","","","0","","","","","","","","","","","","","","","","","","1","15","0","1","0","","0","","","","","","","",""
"08-06-2025","Instagram","flyont","14,995","21","22","4","3","11","12,317","767","105","0.85%","59","2","36","","6","","","","","","","","","","","","","0","3","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","3","2","","","","","1","2",""
"08-06-2025","LinkedIn","Ontario International Airport","7,105","5","5","0","0","0","283","189","110","38.87%","30","0","0","80","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"08-06-2025","TikTok","'@flyontairport","4,466","1","","2","1","1","5,243","5,243","122","2.33%","119","2","1","","","","","","","","","","","","","","","","","","0","","","","","","","","1","1","","","","","","","","","","","","","0","","0","","","","","","","","1"
"08-06-2025","YouTube","FlyONT - Ontario International Airport","1,270","1","1","0","0","0","","1,632","13","","10","0","2","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"08-07-2025","X","'@flyONT","6,357","1","1","0","0","7","18","0","0","0%","0","0","0","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","6","0","0","1","","","","","0","","0","","","","","","","",""
"08-07-2025","Facebook","Ontario International Airport","27,285","4","","3","0","4","51,245","6,528","330","0.64%","60","10","0","2","","258","","0","","","","","0","0","2","1","0","","","","0","","","","","","","","","","","","","","","","","","0","2","2","0","0","","0","","","","","","","",""
"08-07-2025","Instagram","flyont","15,003","8","8","5","0","9","8,714","842","52","0.6%","29","0","18","","5","","","","","","","","","","","","","0","0","0","4","0","","","","","","","","","","","","","","","","","","","","","2","0","1","0","","","","","1","4",""
"08-07-2025","LinkedIn","Ontario International Airport","7,110","3","3","0","0","1","0","121","0","0%","0","0","0","0","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"08-07-2025","TikTok","'@flyontairport","4,471","5","","1","0","3","4,039","4,039","94","2.33%","88","4","2","","","","","","","","","","","","","","","","","","0","","","","","","","","0","1","","","","","","","","","","","","","0","","0","","","","","","","","3"
"08-07-2025","YouTube","FlyONT - Ontario International Airport","1,270","0","0","0","0","0","","1,610","13","","10","0","3","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"08-08-2025","X","'@flyONT","6,352","-5","0","0","0","10","76","2","1","1.32%","0","0","0","0","","1","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","7","0","0","1","","","","","0","","0","","","","","","","",""
"08-08-2025","Facebook","Ontario International Airport","27,288","3","","0","0","3","50,176","6,675","78","0.16%","9","3","0","3","","63","","0","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","1","2","0","0","0","","0","","","","","","","",""
"08-08-2025","Instagram","flyont","15,007","4","12","12","2","26","11,470","1,261","104","0.91%","86","11","6","","1","","","","","","","","","","","","","0","1","1","8","0","","","","","","","","","","","","","","","","","","","","","10","0","4","2","","","","","2","4",""
"08-08-2025","LinkedIn","Ontario International Airport","7,113","4","4","1","1","1","84","158","49","58.33%","20","1","0","28","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"08-08-2025","TikTok","'@flyontairport","4,476","5","","2","2","4","3,456","3,456","86","2.49%","80","0","6","","","","","","","","","","","","","","","","","","0","","","","","","","","2","0","","","","","","","","","","","","","0","","0","","","","","","","","4"
"08-08-2025","YouTube","FlyONT - Ontario International Airport","1,270","1","1","0","0","0","","1,579","11","","6","1","3","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"08-09-2025","X","'@flyONT","6,356","4","4","1","1","10","110","0","6","5.45%","1","0","0","1","","4","0","","0","0","1","0","","","","","","","","","0","","","","","","","","","","","","","8","2","0","0","0","","","","","0","","0","","","","","","","",""
"08-09-2025","Facebook","Ontario International Airport","27,293","5","","3","1","7","51,636","6,794","43","0.08%","13","5","0","0","","25","","0","","","","","1","0","2","0","0","","","","0","","","","","","","","","","","","","","","","","","1","4","1","1","0","","0","","","","","","","",""
"08-09-2025","Instagram","flyont","15,011","4","9","7","1","16","11,481","2,601","77","0.67%","54","12","6","","5","","","","","","","","","","","","","1","0","0","3","0","","","","","","","","","","","","","","","","","","","","","8","0","4","0","","","","","3","4",""
"08-09-2025","LinkedIn","Ontario International Airport","7,116","2","2","1","1","0","1,495","136","183","12.24%","50","0","0","133","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"08-09-2025","TikTok","'@flyontairport","4,477","1","","0","0","0","3,172","3,172","70","2.21%","70","0","0","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"08-09-2025","YouTube","FlyONT - Ontario International Airport","1,270","1","1","0","0","0","","1,482","19","","15","1","2","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"08-10-2025","X","'@flyONT","6,357","1","1","0","0","2","8","0","0","0%","0","0","0","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","2","0","0","0","","","","","0","","0","","","","","","","",""
"08-10-2025","Facebook","Ontario International Airport","27,296","3","","7","0","13","53,061","6,782","234","0.44%","65","9","1","0","","159","","0","","","","","0","0","3","1","3","","","","0","","","","","","","","","","","","","","","","","","0","5","4","4","0","","0","","","","","","","",""
"08-10-2025","Instagram","flyont","15,008","-3","9","9","1","25","11,242","655","137","1.22%","107","14","12","","2","","","","","","","","","","","","","0","1","0","5","0","","","","","","","","","","","","","","","","","","","","","3","0","7","2","","","","","3","7",""
"08-10-2025","LinkedIn","Ontario International Airport","7,119","4","4","1","0","0","739","71","83","11.23%","23","0","0","60","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"08-10-2025","TikTok","'@flyontairport","4,478","1","","0","0","0","3,839","3,839","76","1.98%","70","0","6","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"08-10-2025","YouTube","FlyONT - Ontario International Airport","1,270","3","3","0","0","0","","1,620","11","","8","0","1","","","0","2","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"08-11-2025","X","'@flyONT","6,354","-3","0","0","0","11","83","0","1","1.2%","0","0","0","0","","1","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","9","0","0","0","","","","","0","","0","","","","","","","",""
"08-11-2025","Facebook","Ontario International Airport","27,295","-1","","2","1","9","57,609","8,327","138","0.24%","37","5","2","6","","88","","0","","","","","1","0","1","0","0","","","","0","","","","","","","","","","","","","","","","","","2","4","2","1","0","","0","","","","","","","",""
"08-11-2025","Instagram","flyont","15,004","-4","15","17","4","29","14,875","2,955","192","1.29%","178","6","5","","2","","","","","","","","","","","","","0","3","1","1","0","","","","","","","","","","","","","","","","","","","","","5","0","7","2","","","","","12","11",""
"08-11-2025","LinkedIn","Ontario International Airport","7,123","8","8","2","1","3","1,253","258","101","8.06%","36","3","0","62","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","3","0","","",""
"08-11-2025","TikTok","'@flyontairport","4,481","3","","4","1","7","4,411","4,411","133","3.02%","117","7","9","","","","","","","","","","","","","","","","","","0","","","","","","","","1","3","","","","","","","","","","","","","0","","0","","","","","","","","7"
"08-11-2025","YouTube","FlyONT - Ontario International Airport","1,280","0","0","2","1","0","","2,523","24","","22","1","1","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"08-12-2025","X","'@flyONT","6,352","-2","0","0","0","8","40","0","1","2.5%","0","0","0","0","","1","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","4","0","1","1","","","","","0","","0","","","","","","","",""
"08-12-2025","Facebook","Ontario International Airport","27,293","-2","","2","0","6","52,158","7,163","65","0.12%","20","2","1","2","","40","","0","","","","","0","0","0","0","2","","","","0","","","","","","","","","","","","","","","","","","1","0","2","3","0","","0","","","","","","","",""
"08-12-2025","Instagram","flyont","15,023","19","33","8","5","314","20,996","3,022","670","3.19%","365","272","19","","10","","","","","","","","","","","","","2","3","0","3","0","","","","","","","","","","","","","","","","","","","","","298","0","6","0","","","","","0","7",""
"08-12-2025","LinkedIn","Ontario International Airport","7,131","7","7","0","0","0","886","170","67","7.56%","18","0","0","49","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"08-12-2025","TikTok","'@flyontairport","4,481","0","","1","0","1","5,267","5,267","142","2.7%","135","2","5","","","","","","","","","","","","","","","","","","0","","","","","","","","0","1","","","","","","","","","","","","","0","","0","","","","","","","","1"
"08-12-2025","YouTube","FlyONT - Ontario International Airport","1,280","1","1","0","0","0","","1,625","11","","7","1","2","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"08-13-2025","X","'@flyONT","6,355","3","3","1","1","12","110","2","3","2.73%","0","0","0","0","","3","0","","0","0","1","0","","","","","","","","","0","","","","","","","","","","","","","5","6","0","0","1","","","","","0","","0","","","","","","","",""
"08-13-2025","Facebook","Ontario International Airport","27,295","2","","1","0","1","49,671","6,591","33","0.07%","9","0","1","0","","23","","0","","","","","0","0","0","1","0","","","","0","","","","","","","","","","","","","","","","","","1","0","0","0","0","","0","","","","","","","",""
"08-13-2025","Instagram","flyont","15,047","24","26","32","5","90","16,470","2,290","438","2.66%","280","94","42","","14","","","","","","","","","","","","","0","4","1","22","0","","","","","","","","","","","","","","","","","","","","","64","0","5","2","","","","","5","13",""
"08-13-2025","LinkedIn","Ontario International Airport","7,138","6","6","0","0","0","777","105","45","5.79%","16","0","0","29","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"08-13-2025","TikTok","'@flyontairport","4,482","1","","1","1","4","6,292","6,292","198","3.15%","190","4","4","","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","4"
"08-13-2025","YouTube","FlyONT - Ontario International Airport","1,280","1","2","2","1","0","","2,684","45","","43","0","0","","","0","2","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"08-14-2025","X","'@flyONT","6,355","0","0","0","0","4","30","0","1","3.33%","0","0","0","0","","1","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","4","0","0","0","","","","","0","","0","","","","","","","",""
"08-14-2025","Facebook","Ontario International Airport","27,292","-3","","7","1","14","55,207","6,830","310","0.56%","50","7","1","9","","243","","0","","","","","1","0","6","0","0","","","","0","","","","","","","","","","","","","","","","","","1","13","0","0","0","","0","","","","","","","",""
"08-14-2025","Instagram","flyont","15,065","18","20","10","1","29","15,765","2,652","321","2.04%","273","32","13","","3","","","","","","","","","","","","","1","0","0","5","0","","","","","","","","","","","","","","","","","","","","","18","0","1","0","","","","","4","4",""
"08-14-2025","LinkedIn","Ontario International Airport","7,142","6","6","1","1","0","838","50","214","25.54%","28","0","0","186","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"08-14-2025","TikTok","'@flyontairport","4,483","1","","0","0","2","3,319","3,319","56","1.69%","53","1","2","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","2"
"08-14-2025","YouTube","FlyONT - Ontario International Airport","1,280","1","1","0","0","0","","1,707","17","","10","0","6","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"08-15-2025","X","'@flyONT","6,356","1","1","0","0","13","31","5","2","6.45%","0","0","0","0","","2","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","8","4","0","0","1","","","","","0","","0","","","","","","","",""
"08-15-2025","Facebook","Ontario International Airport","27,295","3","","11","1","25","63,280","7,024","890","1.41%","99","26","5","15","","745","","0","","","","","1","0","10","0","0","","","","0","","","","","","","","","","","","","","","","","","1","23","1","0","0","","0","","","","","","","",""
"08-15-2025","Instagram","flyont","15,076","11","16","5","1","23","12,117","2,271","249","2.05%","212","26","6","","5","","","","","","","","","","","","","0","0","1","4","0","","","","","","","","","","","","","","","","","","","","","16","0","3","1","","","","","0","2",""
"08-15-2025","LinkedIn","Ontario International Airport","7,147","2","2","1","1","0","958","205","156","16.28%","41","0","0","115","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"08-15-2025","TikTok","'@flyontairport","4,483","0","","2","1","2","4,410","4,410","90","2.04%","80","2","8","","","","","","","","","","","","","","","","","","0","","","","","","","","1","1","","","","","","","","","","","","","0","","0","","","","","","","","2"
"08-15-2025","YouTube","FlyONT - Ontario International Airport","1,280","2","2","2","1","0","","1,960","24","","20","1","1","","","0","2","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"08-16-2025","X","'@flyONT","6,355","-1","0","0","0","11","4","0","0","0%","0","0","0","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","8","2","0","0","1","","","","","0","","0","","","","","","","",""
"08-16-2025","Facebook","Ontario International Airport","27,295","0","","3","1","8","66,528","7,338","2,246","3.38%","138","32","5","34","","2,037","","0","","","","","1","0","2","0","0","","","","0","","","","","","","","","","","","","","","","","","1","5","0","2","0","","0","","","","","","","",""
"08-16-2025","Instagram","flyont","15,088","12","25","18","12","42","25,462","2,711","148","0.58%","107","11","12","","6","","","","","","","","","","","","","0","11","1","0","0","","","","","","","","","","","","","","","","","","","","","12","0","2","2","","","","","6","22",""
"08-16-2025","LinkedIn","Ontario International Airport","7,150","5","5","0","0","0","584","199","78","13.36%","26","0","1","51","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"08-16-2025","TikTok","'@flyontairport","4,486","3","","1","1","1","3,944","3,944","78","1.98%","76","1","1","","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","1"
"08-16-2025","YouTube","FlyONT - Ontario International Airport","1,280","0","1","0","0","0","","1,646","21","","14","0","6","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"08-17-2025","X","'@flyONT","6,354","-1","0","0","0","4","2","0","0","0%","0","0","0","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","3","1","0","0","0","","","","","0","","0","","","","","","","",""
"08-17-2025","Facebook","Ontario International Airport","27,300","5","","1","0","4","58,541","7,617","568","0.97%","54","5","0","8","","501","","0","","","","","0","0","0","0","1","","","","0","","","","","","","","","","","","","","","","","","0","1","2","1","0","","0","","","","","","","",""
"08-17-2025","Instagram","flyont","15,096","8","17","3","0","19","21,162","1,817","69","0.33%","60","4","3","","2","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","3","0","5","0","","","","","3","7",""
"08-17-2025","LinkedIn","Ontario International Airport","7,152","4","4","0","0","0","533","72","52","9.76%","23","0","0","29","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"08-17-2025","TikTok","'@flyontairport","4,485","-1","","1","0","2","4,141","4,141","69","1.67%","64","3","2","","","","","","","","","","","","","","","","","","0","","","","","","","","0","1","","","","","","","","","","","","","0","","0","","","","","","","","2"
"08-17-2025","YouTube","FlyONT - Ontario International Airport","1,280","3","3","0","0","0","","1,718","22","","18","0","1","","","0","3","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"08-18-2025","X","'@flyONT","6,354","0","0","2","2","8","135","2","9","6.67%","1","1","0","2","","5","0","","1","0","1","0","","","","","","","","","0","","","","","","","","","","","","","4","4","0","0","0","","","","","0","","0","","","","","","","",""
"08-18-2025","Facebook","Ontario International Airport","27,308","8","","15","1","23","62,542","7,272","219","0.35%","23","1","0","4","","191","","0","","","","","1","0","13","1","0","","","","0","","","","","","","","","","","","","","","","","","0","22","0","1","0","","0","","","","","","","",""
"08-18-2025","Instagram","flyont","15,102","6","8","14","1","22","15,034","651","65","0.43%","60","1","2","","2","","","","","","","","","","","","","1","0","0","1","0","","","","","","","","","","","","","","","","","","","","","3","0","5","2","","","","","12","9",""
"08-18-2025","LinkedIn","Ontario International Airport","7,155","4","4","1","1","0","715","66","104","14.55%","24","0","0","80","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"08-18-2025","TikTok","'@flyontairport","4,485","0","","0","0","2","6,241","6,241","96","1.54%","98","-4","2","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","2"
"08-18-2025","YouTube","FlyONT - Ontario International Airport","1,280","0","0","2","1","0","","1,594","17","","16","0","1","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"08-19-2025","X","'@flyONT","6,355","1","1","0","0","5","151","0","11","7.28%","4","0","1","3","","3","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","3","0","0","1","","","","","0","","0","","","","","","","",""
"08-19-2025","Facebook","Ontario International Airport","27,350","42","","15","1","23","72,009","7,900","1,141","1.58%","246","69","13","51","","762","","0","","","","","1","0","13","0","1","","","","0","","","","","","","","","","","","","","","","","","0","22","1","0","0","","0","","","","","","","",""
"08-19-2025","Instagram","flyont","15,124","22","42","11","2","46","17,752","3,210","367","2.07%","324","25","10","","7","","","","","","","","","","","","","0","1","1","9","0","","","","","","","","","","","","","","","","","","","","","28","0","10","3","","","","","0","2",""
"08-19-2025","LinkedIn","Ontario International Airport","7,163","12","12","4","1","7","1,805","314","196","10.86%","69","11","2","114","","","","","","","","","","","","","","","","","0","","","","","1","3","0","","","","","","","","","","","","","","","0","","0","","","","7","0","","",""
"08-19-2025","TikTok","'@flyontairport","4,484","-1","","1","1","2","5,978","5,978","183","3.06%","173","2","8","","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","2"
"08-19-2025","YouTube","FlyONT - Ontario International Airport","1,290","2","2","4","2","0","","1,560","25","","17","0","6","","","0","2","","","","","","","","","","","","","","0","","","","","","","","","","","","2","","","","","","","","","","0","","0","","","","","","","",""
"08-20-2025","X","'@flyONT","6,357","2","2","0","0","9","12","0","1","8.33%","0","0","0","1","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","8","0","0","1","","","","","0","","0","","","","","","","",""
"08-20-2025","Facebook","Ontario International Airport","27,360","10","","3","1","9","61,678","7,256","623","1.01%","134","18","2","12","","457","","0","","","","","1","0","2","0","0","","","","0","","","","","","","","","","","","","","","","","","0","9","0","0","0","","0","","","","","","","",""
"08-20-2025","Instagram","flyont","15,152","28","28","5","1","17","18,077","8,732","425","2.35%","302","28","77","","18","","","","","","","","","","","","","0","0","1","4","0","","","","","","","","","","","","","","","","","","","","","14","0","2","0","","","","","0","1",""
"08-20-2025","LinkedIn","Ontario International Airport","7,174","4","4","1","1","2","1,352","330","112","8.28%","47","2","0","63","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","2","0","","",""
"08-20-2025","TikTok","'@flyontairport","4,500","16","","1","0","5","9,351","9,351","218","2.33%","201","5","12","","","","","","","","","","","","","","","","","","0","","","","","","","","0","1","","","","","","","","","","","","","0","","0","","","","","","","","5"
"08-20-2025","YouTube","FlyONT - Ontario International Airport","1,290","1","2","2","1","0","","1,756","28","","15","2","9","","","0","2","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"08-21-2025","X","'@flyONT","6,357","0","0","1","0","9","4","0","3","75%","0","0","0","1","","2","0","","0","0","0","1","","","","","","","","","0","","","","","","","","","","","","","1","8","0","0","0","","","","","0","","0","","","","","","","",""
"08-21-2025","Facebook","Ontario International Airport","27,373","13","","3","1","13","67,037","7,111","717","1.07%","110","23","4","28","","552","","0","","","","","1","0","2","0","0","","","","0","","","","","","","","","","","","","","","","","","1","12","0","0","0","","0","","","","","","","",""
"08-21-2025","Instagram","flyont","15,163","11","11","1","0","8","10,381","2,137","121","1.17%","90","8","20","","3","","","","","","","","","","","","","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","4","0","1","0","","","","","0","1",""
"08-21-2025","LinkedIn","Ontario International Airport","7,179","6","6","1","1","2","1,266","153","113","8.93%","39","2","0","72","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","2","0","","",""
"08-21-2025","TikTok","'@flyontairport","4,511","11","","0","0","0","4,880","4,880","86","1.76%","86","-1","1","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"08-21-2025","YouTube","FlyONT - Ontario International Airport","1,290","2","2","0","0","0","","2,015","21","","15","0","4","","","0","2","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"08-22-2025","X","'@flyONT","6,356","-1","0","1","1","19","44","0","6","13.64%","0","1","0","0","","5","0","","0","0","1","0","","","","","","","","","0","","","","","","","","","","","","","8","8","0","2","1","","","","","0","","0","","","","","","","",""
"08-22-2025","Facebook","Ontario International Airport","27,381","8","","5","1","7","53,464","7,109","688","1.29%","70","11","2","24","","581","","0","","","","","0","0","2","1","1","","","","0","","","","","","","","","","","","","","","","","","1","3","2","1","0","","0","","","","","","","",""
"08-22-2025","Instagram","flyont","15,157","-6","9","15","5","30","17,687","2,521","134","0.76%","95","11","16","","6","","","","","","","","","","","","","0","4","1","5","0","","","","","","","","","","","","","","","","","","","","","11","0","3","0","","","","","5","14",""
"08-22-2025","LinkedIn","Ontario International Airport","7,185","8","8","6","1","3","1,247","202","98","7.86%","53","7","0","38","","","","","","","","","","","","","","","","","0","","","","","1","4","0","","","","","","","","","","","","","","","0","","0","","","","3","0","","",""
"08-22-2025","TikTok","'@flyontairport","4,516","5","","7","1","3","4,241","4,241","113","2.66%","101","9","3","","","","","","","","","","","","","","","","","","0","","","","","","","","1","6","","","","","","","","","","","","","0","","0","","","","","","","","3"
"08-22-2025","YouTube","FlyONT - Ontario International Airport","1,290","4","4","2","1","0","","1,812","29","","13","0","12","","","0","4","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"08-23-2025","X","'@flyONT","6,359","3","3","3","3","18","85","0","11","12.94%","2","2","0","0","","7","0","","0","0","3","0","","","","","","","","","0","","","","","","","","","","","","","10","6","0","0","2","","","","","0","","0","","","","","","","",""
"08-23-2025","Facebook","Ontario International Airport","27,393","12","","12","1","25","62,756","6,886","759","1.21%","155","25","4","21","","554","","0","","","","","1","0","9","0","2","","","","0","","","","","","","","","","","","","","","","","","0","19","3","3","0","","0","","","","","","","",""
