"Date","Network","Profile","Audience","Net Audience Growth","Audience Gained","Sent Messages (Total)","Published Posts (Total)","Received Messages (Total)","Impressions","Video Views","Engagements","Engagement Rate (per Impression)","Reactions","Comments","Shares","Post Link Clicks","Saves","Other Post Clicks","Other Engagements","Profile Actions","Sent posts (X)","Sent Quotes (X)","Sent @Replies (X)","Sent Direct Messages (X)","Sent Posts (Facebook)","Sent Ad Posts (Facebook)","Sent Comments (Facebook)","Sent Ad Comments (Facebook)","Sent Private Messages (Facebook)","Sent Posts (Instagram)","Sent Stories (Instagram)","Sent Reels (Instagram)","Sent Comments (Instagram)","Sent Ad Comments (Instagram)","Sent Posts (Threads)","Sent Quotes (Threads)","Sent Comments (Threads)","Sent Posts (LinkedIn)","Sent Comments (LinkedIn)","Sent Direct Messages (LinkedIn)","Sent Videos (TikTok)","Sent Comments (TikTok)","Sent Pins (Pinterest)","Sent Saves (Pinterest)","Sent Videos (YouTube)","Received Mentions (X)","Received Direct Messages (X)","Received Reposts (X)","Received Quotes (X)","Received New Follower Alerts (X)","Received Wall Posts (Facebook)","Received Comments (Facebook)","Received Ad Comments (Facebook)","Received Private Messages (Facebook)","Received Comments (Instagram)","Received Ad Comments (Instagram)","Received Mentions (Instagram)","Received Media Tags (Instagram)","Received Posts (Threads)","Received Comments (Threads)","Received Comments (LinkedIn)","Received Direct Messages (LinkedIn)","Sent Direct Messages (Instagram)","Received Direct Messages (Instagram)","Received Comments (TikTok)"
"03-15-2025","LinkedIn","Ontario International Airport","6,391","9","9","1","1","0","1,512","24","152","10.05%","34","0","0","118","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"03-15-2025","TikTok","'@flyontairport","3,628","3","","0","0","2","8,851","8,851","251","2.84%","225","2","24","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","2"
"03-15-2025","YouTube","FlyONT - Ontario International Airport","1,120","2","2","0","0","0","","602","16","","11","0","5","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"03-16-2025","X","'@flyONT","6,347","2","2","0","0","2","2","0","0","0%","0","0","0","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","0","0","0","1","","","","","0","","0","","","","","","","",""
"03-16-2025","Facebook","Ontario International Airport","26,071","-4","","0","0","1","58,006","8,083","124","0.21%","26","5","4","2","","87","","0","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","0","1","0","0","","0","","","","","","","",""
"03-16-2025","Instagram","flyont","13,842","-4","7","0","0","2","4,434","1,438","96","2.17%","91","1","3","","1","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","0","0","","","","","0","1",""
"03-16-2025","LinkedIn","Ontario International Airport","6,399","4","4","0","0","1","1,004","5","162","16.14%","25","1","1","135","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"03-16-2025","TikTok","'@flyontairport","3,632","4","","0","0","4","7,067","7,067","206","2.91%","174","4","28","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","4"
"03-16-2025","YouTube","FlyONT - Ontario International Airport","1,120","1","1","0","0","0","","319","6","","3","0","2","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"03-17-2025","X","'@flyONT","6,346","-1","0","3","3","5","156","2","9","5.77%","1","0","0","5","","3","0","","1","0","2","0","","","","","","","","","0","","","","","","","","","","","","","4","0","0","0","1","","","","","0","","0","","","","","","","",""
"03-17-2025","Facebook","Ontario International Airport","26,073","2","","10","1","8","66,494","7,898","171","0.26%","50","7","3","14","","97","","0","","","","","1","0","5","4","0","","","","0","","","","","","","","","","","","","","","","","","0","5","3","0","0","","0","","","","","","","",""
"03-17-2025","Instagram","flyont","13,843","1","9","10","2","17","6,038","1,474","112","1.85%","94","7","7","","2","","","","","","","","","","","","","1","1","0","3","0","","","","","","","","","","","","","","","","","","","","","4","0","2","1","","","","","5","6",""
"03-17-2025","LinkedIn","Ontario International Airport","6,404","7","7","1","1","0","837","45","75","8.96%","20","0","0","55","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"03-17-2025","TikTok","'@flyontairport","3,635","3","","0","0","5","10,002","10,002","303","3.03%","252","5","46","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","5"
"03-17-2025","YouTube","FlyONT - Ontario International Airport","1,120","1","1","2","1","0","","428","10","","9","0","1","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"03-18-2025","X","'@flyONT","6,352","6","6","4","4","5","101","6","11","10.89%","1","0","1","1","","7","1","","0","0","4","0","","","","","","","","","0","","","","","","","","","","","","","1","0","0","0","4","","","","","0","","0","","","","","","","",""
"03-18-2025","Facebook","Ontario International Airport","26,072","-1","","6","1","12","66,688","6,803","214","0.32%","35","11","2","18","","148","","0","","","","","0","0","4","1","0","","","","0","","","","","","","","","","","","","","","","","","0","10","2","0","0","","0","","","","","","","",""
"03-18-2025","Instagram","flyont","13,843","0","9","6","1","6","6,513","2,964","137","2.1%","119","5","10","","3","","","","","","","","","","","","","0","0","1","3","0","","","","","","","","","","","","","","","","","","","","","4","0","1","0","","","","","2","1",""
"03-18-2025","LinkedIn","Ontario International Airport","6,412","10","10","1","1","1","1,163","315","90","7.74%","44","0","2","44","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"03-18-2025","TikTok","'@flyontairport","3,640","5","","1","1","4","16,581","16,581","646","3.9%","561","12","73","","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","4"
"03-18-2025","YouTube","FlyONT - Ontario International Airport","1,120","1","1","2","1","0","","1,289","25","","22","0","3","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"03-19-2025","X","'@flyONT","6,355","3","3","1","1","8","64","1","10","15.63%","2","1","0","0","","7","0","","0","0","1","0","","","","","","","","","0","","","","","","","","","","","","","3","0","0","2","3","","","","","0","","0","","","","","","","",""
"03-19-2025","Facebook","Ontario International Airport","26,073","1","","3","1","18","71,126","7,479","77","0.11%","16","2","0","3","","56","","0","","","","","0","0","1","1","0","","","","0","","","","","","","","","","","","","","","","","","1","12","3","2","0","","0","","","","","","","",""
"03-19-2025","Instagram","flyont","13,849","6","10","2","1","13","6,839","3,163","79","1.16%","73","3","3","","0","","","","","","","","","","","","","0","0","1","1","0","","","","","","","","","","","","","","","","","","","","","4","0","1","2","","","","","0","5",""
"03-19-2025","LinkedIn","Ontario International Airport","6,417","9","9","1","1","0","1,404","174","209","14.89%","47","0","1","161","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"03-19-2025","TikTok","'@flyontairport","3,644","4","","0","0","3","15,980","15,980","675","4.22%","585","3","87","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","3"
"03-19-2025","YouTube","FlyONT - Ontario International Airport","1,130","1","1","0","0","0","","722","17","","13","0","3","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"03-20-2025","X","'@flyONT","6,354","-1","0","0","0","17","33","1","3","9.09%","0","1","0","0","","2","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","10","1","0","4","2","","","","","0","","0","","","","","","","",""
"03-20-2025","Facebook","Ontario International Airport","26,072","-1","","0","0","4","53,759","7,940","74","0.14%","44","3","3","2","","22","","0","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","1","2","1","0","0","","0","","","","","","","",""
"03-20-2025","Instagram","flyont","13,853","4","8","9","2","18","8,335","4,365","316","3.79%","278","7","20","","11","","","","","","","","","","","","","1","1","0","6","0","","","","","","","","","","","","","","","","","","","","","6","0","1","4","","","","","1","2",""
"03-20-2025","LinkedIn","Ontario International Airport","6,428","8","8","3","3","0","1,815","173","252","13.88%","63","0","0","189","","","","","","","","","","","","","","","","","0","","","","","3","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"03-20-2025","TikTok","'@flyontairport","3,652","8","","4","1","10","13,617","13,617","510","3.75%","434","15","61","","","","","","","","","","","","","","","","","","0","","","","","","","","1","3","","","","","","","","","","","","","0","","0","","","","","","","","10"
"03-20-2025","YouTube","FlyONT - Ontario International Airport","1,130","0","0","2","1","0","","748","17","","17","0","0","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"03-21-2025","X","'@flyONT","6,352","-2","0","0","0","5","21","0","3","14.29%","0","1","0","0","","2","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","4","0","0","1","0","","","","","0","","0","","","","","","","",""
"03-21-2025","Facebook","Ontario International Airport","26,076","4","","0","0","5","54,115","7,020","45","0.08%","6","1","2","3","","33","","0","","","","","0","0","0","0","0","","","","0","","","","","","","","","","","","","","","","","","0","3","1","1","0","","0","","","","","","","",""
"03-21-2025","Instagram","flyont","13,857","4","10","1","0","12","4,124","1,479","149","3.61%","130","8","7","","4","","","","","","","","","","","","","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","0","0","5","1","","","","","0","2",""
"03-21-2025","LinkedIn","Ontario International Airport","6,436","8","8","0","0","1","1,459","26","201","13.78%","55","1","2","143","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"03-21-2025","TikTok","'@flyontairport","3,655","3","","0","0","5","13,541","13,541","423","3.12%","364","8","51","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","5"
"03-21-2025","YouTube","FlyONT - Ontario International Airport","1,130","0","0","0","0","0","","683","9","","6","0","3","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"03-22-2025","X","'@flyONT","6,352","0","0","0","0","8","13","1","0","0%","0","0","0","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","8","0","0","0","0","","","","","0","","0","","","","","","","",""
"03-22-2025","Facebook","Ontario International Airport","26,075","-1","","2","1","6","51,019","7,926","60","0.12%","29","7","2","2","","20","","0","","","","","0","0","0","1","0","","","","0","","","","","","","","","","","","","","","","","","0","4","1","1","0","","0","","","","","","","",""
"03-22-2025","Instagram","flyont","13,862","5","13","1","1","5","6,151","3,984","140","2.28%","123","1","11","","5","","","","","","","","","","","","","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","1","0","2","1","","","","","0","0",""
"03-22-2025","LinkedIn","Ontario International Airport","6,441","5","5","1","1","1","801","92","104","12.98%","26","1","0","77","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"03-22-2025","TikTok","'@flyontairport","3,658","3","","2","1","3","10,072","10,072","224","2.22%","198","5","21","","","","","","","","","","","","","","","","","","0","","","","","","","","1","1","","","","","","","","","","","","","0","","0","","","","","","","","3"
"03-22-2025","YouTube","FlyONT - Ontario International Airport","1,130","0","0","2","1","0","","621","12","","9","2","1","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"03-23-2025","X","'@flyONT","6,352","0","0","0","0","5","9","2","0","0%","0","0","0","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","5","0","0","0","0","","","","","0","","0","","","","","","","",""
"03-23-2025","Facebook","Ontario International Airport","26,078","3","","2","0","0","52,566","7,942","36","0.07%","14","1","0","2","","19","","0","","","","","0","0","0","0","2","","","","0","","","","","","","","","","","","","","","","","","0","0","0","0","0","","0","","","","","","","",""
"03-23-2025","Instagram","flyont","13,867","5","8","2","0","3","4,375","2,447","54","1.23%","46","4","3","","1","","","","","","","","","","","","","0","0","0","2","0","","","","","","","","","","","","","","","","","","","","","1","0","1","0","","","","","0","1",""
"03-23-2025","LinkedIn","Ontario International Airport","6,446","4","4","1","0","0","606","96","58","9.57%","21","1","0","36","","","","","","","","","","","","","","","","","0","","","","","0","1","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
